report_no,incident_time,complaint_type,cctv_flag,area_code,victim_code,offender_code,offender_name,offender_sex,offender_age,repeated_offender,no_of_offences,offender_relation,officer_code,case_status_code,case_status_desc,crime_code,crime_type,weapon_code,weapon_desc,week_number
200105133,19:30:00,In-Person,FALSE,1001,81411,1391392,Aniya,M,39,Yes,7,No,3263,IC,"Invest Cont",910,KIDNAPPING,308,STICK,3
200105134,15:00:00,Phone,FALSE,425,277,1298380,Barney,M,33,No,0,No,4112,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105135,19:30:00,Phone,FALSE,223,76344,953911,Monroe,M,40,Yes,3,No,1031,IC,"Invest Cont",910,KIDNAPPING,308,STICK,3
200105139,19:00:00,Phone,FALSE,223,64039,2272918,Adelyn,M,34,No,0,No,1031,IC,"Invest Cont",902,"VIOLATION OF TEMPORARY RESTRAI",211,AXE,3
200105140,22:15:00,Phone,FALSE,1001,67303,1500942,Jamar,M,35,Yes,1,No,3263,IC,"Invest Cont",946,"OTHER MISCELLANEOUS CRIME",204,"FOLDING KNIFE",3
200105142,19:30:00,Phone,FALSE,425,122112,2350279,Phoenix,M,31,Yes,1,No,1034,IC,"Invest Cont",745,"VANDALISM - MISDEAMEANOR ($399",306,"ROCK/THROWN OBJECT",3
200105144,19:00:00,In-Person,FALSE,425,117109,471073,Kinley,M,39,No,0,No,4112,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",3
200105148,15:30:00,In-Person,FALSE,425,14966,2295256,Carina,M,31,Yes,2,No,4112,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105151,16:00:00,Phone,FALSE,322,71994,622091,Terra,M,33,Yes,4,No,3249,AO,"Adult Other",664,"BUNCO, PETTY THEFT",103,RIFLE,3
200105152,09:10:00,Phone,FALSE,223,93782,117288,Earnestine,M,35,Yes,4,No,1031,IC,"Invest Cont",625,"OTHER ASSAULT",104,SHOTGUN,3
200105154,11:45:00,Phone,FALSE,1001,19676,1776111,Janell,M,32,No,0,No,3263,AA,"Adult Arrest",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",3
200105157,15:15:00,Phone,FALSE,336,123624,1059905,Blair,M,31,Yes,2,No,1026,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105158,18:15:00,In-Person,FALSE,336,58212,1873877,Kellen,M,34,No,0,No,3246,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105159,16:14:00,Phone,FALSE,990,109374,374487,Fernanda,M,40,No,0,No,1024,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105164,13:45:00,Phone,FALSE,371,26293,1198638,Mari,M,30,No,0,No,2038,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105166,08:35:00,In-Person,FALSE,425,95196,864239,Roseann,M,35,No,0,No,4112,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105176,15:40:00,In-Person,FALSE,223,17291,1305677,Regan,M,34,No,0,No,1031,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105184,14:30:00,Phone,FALSE,336,10170,1480733,Maximilian,M,30,Yes,2,No,2038,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105186,14:00:00,Phone,FALSE,336,11192,298237,Rashad,M,36,No,0,No,2038,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105187,12:00:00,In-Person,FALSE,425,122580,296505,Adrian,M,35,No,0,No,3223,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105188,03:00:00,In-Person,FALSE,261,3727,1409768,Joesph,M,37,Yes,3,No,3247,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105191,02:05:00,In-Person,FALSE,261,23579,726248,Dee,M,39,No,0,No,1023,AA,"Adult Arrest",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105192,02:05:00,Phone,FALSE,336,45015,664128,Mohamed,M,37,Yes,1,No,2038,AA,"Adult Arrest",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105193,02:05:00,In-Person,FALSE,336,59062,124504,Irwin,M,40,No,0,No,2038,AA,"Adult Arrest",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105194,22:00:00,Phone,TRUE,336,14758,365026,Graciela,M,35,Yes,1,No,7010,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105200,23:00:00,Phone,FALSE,223,39602,1828450,Denis,M,36,Yes,3,No,1031,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",1
200105201,06:00:00,In-Person,FALSE,371,57818,1192111,Margery,M,37,No,0,No,2038,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105202,20:15:00,Phone,FALSE,261,73813,1993429,Kareem,M,32,No,0,No,4011,IC,"Invest Cont",920,"KIDNAPPING - GRAND ATTEMPT",115,"ASSAULT WEAPON/UZI/AK47/ETC",3
200105204,22:22:00,Phone,FALSE,322,42700,877887,Tiffani,M,40,Yes,6,No,3249,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105205,19:00:00,Phone,FALSE,371,64170,2331055,Shania,M,32,Yes,3,No,7010,IC,"Invest Cont",910,KIDNAPPING,308,STICK,3
200105206,19:30:00,In-Person,FALSE,990,93242,792987,Marcie,M,32,Yes,1,No,1024,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105207,09:00:00,Phone,TRUE,223,30037,70804,Adolfo,M,41,Yes,4,No,1031,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105208,01:00:00,In-Person,TRUE,322,99790,1148845,Deja,M,31,No,0,No,3249,IC,"Invest Cont",745,"VANDALISM - MISDEAMEANOR ($399",306,"ROCK/THROWN OBJECT",3
200105211,02:50:00,Phone,TRUE,223,1582,1262937,Deidre,M,34,No,0,No,1031,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105212,20:00:00,In-Person,FALSE,425,117531,474293,Alvaro,M,41,No,0,No,4112,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105214,01:00:00,Phone,TRUE,990,54791,157153,Anika,M,30,Yes,1,No,1024,IC,"Invest Cont",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",3
200105215,01:30:00,In-Person,FALSE,425,13787,1770485,Dayna,M,39,No,0,No,4112,IC,"Invest Cont",350,"THEFT, PERSON",221,GLASS,3
200105218,12:30:00,Phone,TRUE,1001,35474,1991443,Celina,M,34,No,0,No,3263,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105219,02:55:00,Phone,TRUE,990,112470,1446709,Deanne,M,35,No,0,No,1024,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105221,01:30:00,Phone,FALSE,1001,445,1098344,Donte,M,33,Yes,5,No,3263,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105224,19:00:00,Phone,FALSE,1001,91459,2061116,Kaydence,M,34,No,0,No,3263,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",3
200105225,17:00:00,Phone,FALSE,336,108075,100805,Tierra,M,40,No,0,No,2038,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105226,21:00:00,In-Person,FALSE,336,93623,1099441,Lyndsey,M,32,No,0,No,2038,IC,"Invest Cont",220,"ATTEMPTED ROBBERY",219,SCREWDRIVER,3
200105227,21:15:00,Phone,TRUE,425,14145,2130264,Gia,M,30,Yes,6,No,4112,IC,"Invest Cont",745,"VANDALISM - MISDEAMEANOR ($399",306,"ROCK/THROWN OBJECT",3
200105228,22:00:00,In-Person,TRUE,223,71174,1713032,Eddie,M,30,No,0,No,4111,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105232,08:40:00,Phone,TRUE,223,74999,2230447,Kierra,M,33,Yes,1,No,1031,IC,"Invest Cont",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",3
200105235,07:25:00,Phone,TRUE,425,99749,93801,Dayton,M,33,Yes,3,No,4112,AA,"Adult Arrest",236,"INTIMATE PARTNER - AGGRAVATED",205,"KITCHEN KNIFE",3
200105237,09:30:00,Phone,TRUE,425,14284,1531852,Rhiannon,M,33,Yes,4,No,1033,IC,"Invest Cont",930,"CRIMINAL THREATS - NO WEAPON D",212,BOTTLE,3
200105238,18:20:00,In-Person,FALSE,336,78560,1283073,Forest,M,32,Yes,3,No,1025,IC,"Invest Cont",761,"BRANDISH WEAPON",307,VEHICLE,3
200105240,19:00:00,Phone,FALSE,261,52256,202172,Denny,M,39,No,0,No,3249,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105241,02:00:00,In-Person,FALSE,223,122377,1736749,Edwina,M,33,No,0,No,1031,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105244,17:00:00,In-Person,FALSE,336,28888,1579173,Jerri,M,33,Yes,3,No,2038,IC,"Invest Cont",910,KIDNAPPING,308,STICK,3
200105247,08:35:00,In-Person,TRUE,322,116246,1158604,Braylon,M,40,No,0,No,4001,IC,"Invest Cont",930,"CRIMINAL THREATS - NO WEAPON D",212,BOTTLE,3
200105249,01:00:00,Phone,TRUE,223,24737,804963,Aspen,M,41,Yes,3,No,1031,IC,"Invest Cont",420,"THEFT FROM MOTOR VEHICLE - PET",506,FIRE,3
200105255,15:30:00,In-Person,FALSE,223,119519,1947962,Hans,M,31,Yes,2,No,1031,IC,"Invest Cont",343,"SHOPLIFTING-GRAND THEFT ($950.",116,"ANTIQUE FIREARM",3
200105259,23:50:00,In-Person,TRUE,322,5046,2140774,Carlene,M,34,No,0,No,4001,AA,"Adult Arrest",236,"INTIMATE PARTNER - AGGRAVATED",205,"KITCHEN KNIFE",3
200105262,01:00:00,In-Person,TRUE,887,64373,862205,Jeffry,M,31,No,0,No,5245,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105263,19:00:00,In-Person,TRUE,425,72624,2074235,Rosella,M,36,Yes,2,No,4112,IC,"Invest Cont",310,BURGLARY,113,"SIMULATED GUN",3
200105264,01:00:00,Phone,TRUE,336,20107,584120,Lelia,M,40,Yes,6,No,1025,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105265,23:30:00,In-Person,TRUE,371,4358,2344715,Deshawn,M,33,No,0,No,1025,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105266,23:30:00,Phone,FALSE,336,26278,1506966,Madisyn,M,36,Yes,7,No,1025,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105267,08:00:00,Phone,FALSE,223,83882,359601,Harris,M,41,No,0,No,1031,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105268,19:30:00,Phone,FALSE,425,100808,121965,Luann,M,39,Yes,4,No,4112,IC,"Invest Cont",420,"THEFT FROM MOTOR VEHICLE - PET",506,FIRE,3
200105269,15:00:00,Phone,FALSE,336,52003,142680,Jett,M,41,Yes,3,No,2038,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",3
200105270,15:00:00,Phone,TRUE,323,7400,2274418,Alden,M,34,No,0,No,4001,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",3
200105271,23:54:00,Phone,TRUE,1001,52451,1839861,Ester,M,37,Yes,7,No,7100,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105273,13:30:00,In-Person,FALSE,425,20532,1878369,Reyna,M,31,No,0,No,3250,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105275,11:45:00,Phone,FALSE,425,57732,942162,Denver,M,35,Yes,7,No,4112,AA,"Adult Arrest",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",3
200105276,13:00:00,Phone,TRUE,261,50909,562465,Cohen,M,41,Yes,6,No,4011,AA,"Adult Arrest",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105277,14:40:00,Phone,FALSE,425,73080,816573,Minerva,F,31,No,0,No,3250,IC,"Invest Cont",420,"THEFT FROM MOTOR VEHICLE - PET",506,FIRE,3
200105278,01:00:00,In-Person,FALSE,371,104668,609794,Vivienne,F,37,No,0,No,1025,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105280,20:15:00,Phone,FALSE,425,106992,534203,Hailee,F,36,Yes,4,No,2036,IC,"Invest Cont",745,"VANDALISM - MISDEAMEANOR ($399",306,"ROCK/THROWN OBJECT",3
200105281,03:00:00,Phone,TRUE,223,34869,852918,Quintin,M,33,Yes,6,No,1031,IC,"Invest Cont",350,"THEFT, PERSON",221,GLASS,3
200105282,07:35:00,Phone,TRUE,223,120784,1392257,Elisha,F,40,Yes,5,No,1031,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105283,19:45:00,In-Person,FALSE,336,109681,1235186,Wilmer,M,33,No,0,No,2038,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105284,18:00:00,Phone,FALSE,261,76390,1745085,Lexie,F,36,Yes,7,No,1023,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105287,11:20:00,In-Person,TRUE,223,31516,1011250,Maximiliano,M,41,No,0,No,2042,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105288,12:50:00,Phone,FALSE,322,37188,261652,Cheyanne,F,40,Yes,3,No,4001,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105289,17:00:00,Phone,TRUE,425,114217,243941,Alphonso,M,32,Yes,6,No,4112,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",3
200105290,11:00:00,Phone,TRUE,336,67617,1593149,Rosanna,F,33,Yes,4,No,1025,IC,"Invest Cont",888,TRESPASSING,501,"BOMB THREAT",3
200105291,18:00:00,Phone,TRUE,425,94818,2035445,Rosanne,F,35,Yes,2,No,4112,IC,"Invest Cont",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105293,11:50:00,Phone,TRUE,1001,39383,925163,Mary,M,34,No,0,No,7100,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,3
200105294,12:00:00,In-Person,TRUE,371,777,485066,Kieran,M,39,No,0,No,1025,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105296,11:40:00,Phone,FALSE,336,105203,1771320,Jayme,F,36,Yes,1,No,7010,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,3
200105297,10:15:00,In-Person,TRUE,336,69574,1000038,Bryon,M,37,No,0,No,1025,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105302,18:30:00,In-Person,TRUE,223,35133,78682,Armand,M,33,Yes,1,No,1031,IC,"Invest Cont",745,"VANDALISM - MISDEAMEANOR ($399",306,"ROCK/THROWN OBJECT",3
200105303,20:00:00,Phone,FALSE,425,88312,2047732,Carlo,M,32,Yes,2,No,3250,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105307,18:00:00,Phone,FALSE,336,110351,2120501,Addyson,F,36,Yes,2,No,2038,IC,"Invest Cont",755,"BOMB SCARE",301,"BELT FLAILING INSTRUMENT/CHAIN",3
200105309,20:50:00,Phone,FALSE,371,76378,864426,Gideon,M,34,No,0,No,1026,AA,"Adult Arrest",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105311,20:50:00,In-Person,TRUE,336,50296,1426713,Kory,M,33,Yes,1,No,7010,AA,"Adult Arrest",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105312,14:40:00,In-Person,FALSE,223,102839,1888382,Stephany,F,31,No,0,No,1031,IC,"Invest Cont",437,"RESISTING ARREST",305,"FIXED OBJECT",3
200105313,02:45:00,Phone,TRUE,323,35144,2365156,Mariam,F,30,No,0,No,4001,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105314,21:00:00,Phone,FALSE,323,16117,2287830,Truman,M,31,Yes,1,No,4001,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",3
200105317,19:40:00,In-Person,FALSE,336,120906,1081769,Lilah,F,36,Yes,6,No,1026,IC,"Invest Cont",745,"VANDALISM - MISDEAMEANOR ($399",306,"ROCK/THROWN OBJECT",3
200105318,01:00:00,Phone,TRUE,425,25953,1971493,Evie,F,32,No,0,No,3250,AO,"Adult Other",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",3
200105319,08:40:00,In-Person,FALSE,425,79986,369978,Ayanna,F,37,No,0,No,3250,IC,"Invest Cont",230,"ASSAULT WITH DEADLY WEAPON, AG",216,SCISSORS,3
200105321,21:00:00,In-Person,TRUE,322,42436,1513756,Monty,M,31,No,0,No,4001,IC,"Invest Cont",420,"THEFT FROM MOTOR VEHICLE - PET",506,FIRE,3
200105328,23:00:00,In-Person,FALSE,425,88789,769468,Karyn,F,30,Yes,6,No,3250,IC,"Invest Cont",626,"INTIMATE PARTNER - SIMPLE ASSA",109,"SEMI-AUTOMATIC PISTOL",3
200105331,06:00:00,Phone,FALSE,425,23652,1253014,Agustin,M,41,Yes,6,No,3250,IC,"Invest Cont",761,"BRANDISH WEAPON",307,VEHICLE,3
200105333,11:30:00,Phone,FALSE,336,120806,1719108,Ursula,F,35,Yes,6,No,2038,AA,"Adult Arrest",740,"VANDALISM - FELONY ($400 & OVE",200,"KNIFE WITH BLADE 6INCHES OR LE",3
200105334,09:50:00,Phone,FALSE,322,33419,966180,Tyra,F,33,Yes,6,No,4001,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105335,10:17:00,In-Person,TRUE,261,11545,434220,Kane,M,41,Yes,2,No,4001,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105338,12:00:00,Phone,FALSE,425,74347,1039085,Sanford,M,37,Yes,6,No,1032,IC,"Invest Cont",331,"THEFT FROM MOTOR VEHICLE - GRA",312,"PIPE/METAL PIPE",3
200105344,16:00:00,Phone,FALSE,323,35060,255849,Ward,M,39,Yes,2,No,4001,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105347,22:05:00,Phone,TRUE,425,46599,1421128,Cullen,M,34,Yes,1,No,3250,IC,"Invest Cont",753,"DISCHARGE FIREARMS/SHOTS FIRED",122,"HECKLER & KOCH 93 SEMIAUTOMATI",3
200105350,06:30:00,Phone,TRUE,323,41,1307405,Queen,F,32,Yes,6,No,4001,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105351,17:15:00,In-Person,FALSE,425,59824,1669607,Marietta,F,35,Yes,6,No,1032,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105353,10:00:00,In-Person,FALSE,1001,94902,2342094,Bria,F,30,Yes,6,No,5100,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105354,03:00:00,Phone,TRUE,322,78349,362405,Maynard,M,39,Yes,6,No,4001,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105357,17:00:00,Phone,FALSE,323,79757,1260494,Jannie,F,35,No,0,No,4011,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105359,16:10:00,In-Person,FALSE,425,66746,1049559,Gerry,M,40,Yes,5,No,1032,AA,"Adult Arrest",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",3
200105362,21:20:00,In-Person,TRUE,425,109119,1861906,Merle,F,40,Yes,1,No,1032,IC,"Invest Cont",220,"ATTEMPTED ROBBERY",219,SCREWDRIVER,3
200105363,22:00:00,Phone,FALSE,371,2364,135551,Renae,F,37,No,0,No,1026,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105367,12:30:00,Phone,FALSE,425,106747,2147218,Wendi,F,35,No,0,No,3250,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,3
200105369,15:10:00,Phone,FALSE,425,7632,519028,Royal,M,31,Yes,4,No,1033,IC,"Invest Cont",946,"OTHER MISCELLANEOUS CRIME",204,"FOLDING KNIFE",3
200105370,17:00:00,Phone,TRUE,261,85011,875747,Fletcher,M,31,No,0,No,4001,IC,"Invest Cont",310,BURGLARY,113,"SIMULATED GUN",3
200105371,18:35:00,Phone,TRUE,425,77512,2153785,Odell,M,39,No,0,No,4112,IC,"Invest Cont",442,"SHOPLIFTING - PETTY THEFT ($95",400,"STRONG-ARM (HANDS, FIST, FEET ",3
200105373,04:30:00,In-Person,TRUE,336,73747,1287315,Kaelyn,F,31,No,0,No,7010,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,3
200105375,03:00:00,In-Person,FALSE,425,122167,912495,Jordon,M,35,No,0,No,3250,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105384,10:40:00,Phone,FALSE,371,31018,2305707,Kiersten,F,36,No,0,No,3246,IC,"Invest Cont",341,"THEFT-GRAND ($950.01 & OVER)EX",208,RAZOR,3
200105386,18:35:00,Phone,TRUE,425,105888,699734,Deon,M,34,No,0,No,4112,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105388,19:15:00,Phone,FALSE,1001,96698,1592388,Annabel,F,40,Yes,1,No,5555,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105393,19:00:00,Phone,FALSE,336,26494,1858234,Joelle,F,31,Yes,2,No,2038,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105399,11:50:00,Phone,TRUE,371,27427,1406061,Chelsie,F,32,No,0,No,4004,AA,"Adult Arrest",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",3
200105400,11:45:00,Phone,TRUE,336,45767,1975298,Leeann,F,37,No,0,No,1026,IC,"Invest Cont",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",3
200105401,13:50:00,Phone,FALSE,425,7007,1997354,Lourdes,F,36,Yes,5,No,3250,AA,"Adult Arrest",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",3
200105402,12:20:00,In-Person,TRUE,425,37477,1815894,Amira,F,34,Yes,1,No,3250,AA,"Adult Arrest",860,"BATTERY WITH SEXUAL CONTACT",201,"KNIFE WITH BLADE OVER 6 INCHES",3
200105403,23:00:00,Phone,TRUE,371,4311,1307278,Kirby,M,37,Yes,7,No,1026,IC,"Invest Cont",350,"THEFT, PERSON",221,GLASS,3
200105404,06:55:00,Phone,FALSE,323,45120,47408,Noel,F,34,No,0,No,4001,IC,"Invest Cont",761,"BRANDISH WEAPON",307,VEHICLE,3
200105406,09:50:00,Phone,FALSE,425,12961,797583,Mohammad,M,31,Yes,2,No,4112,IC,"Invest Cont",753,"DISCHARGE FIREARMS/SHOTS FIRED",122,"HECKLER & KOCH 93 SEMIAUTOMATI",3
200105407,13:00:00,Phone,TRUE,425,18814,2271588,Corine,F,33,No,0,No,1033,IC,"Invest Cont",480,"BIKE - STOLEN",504,"DEMAND NOTE",3
200105409,14:10:00,Phone,FALSE,425,69478,235669,Isabell,F,34,Yes,1,No,3250,AA,"Adult Arrest",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105413,11:00:00,Phone,TRUE,261,66517,442068,Hollis,M,36,Yes,4,No,1023,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105414,16:00:00,Phone,FALSE,371,15112,2123638,Madelynn,F,32,No,0,No,2038,IC,"Invest Cont",510,"VEHICLE - STOLEN",207,"OTHER KNIFE",3
200105419,12:30:00,Phone,TRUE,323,91784,1799689,Vito,M,41,Yes,6,No,4001,IC,"Invest Cont",910,KIDNAPPING,308,STICK,3
200105420,14:20:00,Phone,FALSE,425,73933,774147,Kaila,F,36,Yes,2,No,1033,IC,"Invest Cont",420,"THEFT FROM MOTOR VEHICLE - PET",506,FIRE,3
200105422,22:00:00,Phone,TRUE,425,17759,1891436,Princess,F,33,Yes,1,No,3250,IC,"Invest Cont",210,ROBBERY,515,"PHYSICAL PRESENCE",3
200105424,01:00:00,In-Person,TRUE,425,46839,745363,Halle,F,37,No,0,No,4112,IC,"Invest Cont",330,"BURGLARY FROM VEHICLE",302,"BLUNT INSTRUMENT",3
200105425,05:00:00,Phone,TRUE,425,42113,430283,Felicity,F,33,Yes,1,No,1033,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
200105426,15:55:00,In-Person,TRUE,425,33322,1124430,Donnell,M,40,No,0,No,1033,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105427,21:30:00,In-Person,TRUE,322,88549,2170739,Kris,M,40,Yes,4,No,4001,IC,"Invest Cont",624,"BATTERY - SIMPLE ASSAULT",500,"UNKNOWN WEAPON/OTHER WEAPON",3
200105428,15:00:00,Phone,FALSE,425,2006,905855,Gunnar,M,31,No,0,No,4112,IC,"Invest Cont",440,"THEFT PLAIN - PETTY ($950 & UN",102,"HAND GUN",3
